i,j,k,x,y,z,f
0,0,0,0,0,0,2.79894e-06
0,0,1,0,0,0.19635,5.65571e-06
0,0,2,0,0,0.392699,8.25326e-06
0,0,3,0,0,0.589049,1.04854e-05
0,0,4,0,0,0.785398,1.23058e-05
0,0,5,0,0,0.981748,1.37152e-05
0,0,6,0,0,1.1781,1.47511e-05
0,0,7,0,0,1.37445,1.5474e-05
0,0,8,0,0,1.5708,1.59529e-05
0,0,9,0,0,1.76715,1.62539e-05
0,0,10,0,0,1.9635,1.64335e-05
0,0,11,0,0,2.15984,1.65352e-05
0,0,12,0,0,2.35619,1.65897e-05
0,0,13,0,0,2.55254,1.66174e-05
0,0,14,0,0,2.74889,1.66304e-05
0,0,15,0,0,2.94524,1.66354e-05
0,0,16,0,0,3.14159,1.66354e-05
0,0,17,0,0,3.33794,1.66304e-05
0,0,18,0,0,3.53429,1.66174e-05
0,0,19,0,0,3.73064,1.65897e-05
0,0,20,0,0,3.92699,1.65352e-05
0,0,21,0,0,4.12334,1.64335e-05
0,0,22,0,0,4.31969,1.62539e-05
0,0,23,0,0,4.51604,1.59529e-05
0,0,24,0,0,4.71239,1.5474e-05
0,0,25,0,0,4.90874,1.47511e-05
0,0,26,0,0,5.10509,1.37152e-05
0,0,27,0,0,5.30144,1.23058e-05
0,0,28,0,0,5.49779,1.04854e-05
0,0,29,0,0,5.69414,8.25326e-06
0,0,30,0,0,5.89049,5.65571e-06
0,0,31,0,0,6.08684,2.79894e-06
0,1,0,0,0.19635,0,6.3204e-06
0,1,1,0,0.19635,0.19635,1.27715e-05
0,1,2,0,0.19635,0.392699,1.86373e-05
0,1,3,0,0.19635,0.589049,2.3678e-05
0,1,4,0,0.19635,0.785398,2.77891e-05
0,1,5,0,0.19635,0.981748,3.09723e-05
0,1,6,0,0.19635,1.1781,3.33122e-05
0,1,7,0,0.19635,1.37445,3.4945e-05
0,1,8,0,0.19635,1.5708,3.60267e-05
0,1,9,0,0.19635,1.76715,3.67069e-05
0,1,10,0,0.19635,1.9635,3.71127e-05
0,1,11,0,0.19635,2.15984,3.73424e-05
0,1,12,0,0.19635,2.35619,3.74657e-05
0,1,13,0,0.19635,2.55254,3.75282e-05
0,1,14,0,0.19635,2.74889,3.75576e-05
0,1,15,0,0.19635,2.94524,3.7569e-05
0,1,16,0,0.19635,3.14159,3.7569e-05
0,1,17,0,0.19635,3.33794,3.75576e-05
0,1,18,0,0.19635,3.53429,3.75282e-05
0,1,19,0,0.19635,3.73064,3.74657e-05
0,1,20,0,0.19635,3.92699,3.73424e-05
0,1,21,0,0.19635,4.12334,3.71127e-05
0,1,22,0,0.19635,4.31969,3.67069e-05
0,1,23,0,0.19635,4.51604,3.60267e-05
0,1,24,0,0.19635,4.71239,3.4945e-05
0,1,25,0,0.19635,4.90874,3.33122e-05
0,1,26,0,0.19635,5.10509,3.09723e-05
0,1,27,0,0.19635,5.30144,2.77891e-05
0,1,28,0,0.19635,5.49779,2.3678e-05
0,1,29,0,0.19635,5.69414,1.86373e-05
0,1,30,0,0.19635,5.89049,1.27715e-05
