i,j,k,x,y,z,f
0,0,0,0,0,0,5.40709e-06
0,0,1,0,0,0.19635,1.09668e-05
0,0,2,0,0,0.392699,1.6099e-05
0,0,3,0,0,0.589049,2.06115e-05
0,0,4,0,0,0.785398,2.44065e-05
0,0,5,0,0,0.981748,2.74604e-05
0,0,6,0,0,1.1781,2.98118e-05
0,0,7,0,0,1.37445,3.1544e-05
0,0,8,0,0,1.5708,3.2765e-05
0,0,9,0,0,1.76715,3.35884e-05
0,0,10,0,0,1.9635,3.41195e-05
0,0,11,0,0,2.15984,3.4447e-05
0,0,12,0,0,2.35619,3.46399e-05
0,0,13,0,0,2.55254,3.47477e-05
0,0,14,0,0,2.74889,3.48034e-05
0,0,15,0,0,2.94524,3.48268e-05
0,0,16,0,0,3.14159,3.48268e-05
0,0,17,0,0,3.33794,3.48034e-05
0,0,18,0,0,3.53429,3.47477e-05
0,0,19,0,0,3.73064,3.46399e-05
0,0,20,0,0,3.92699,3.4447e-05
0,0,21,0,0,4.12334,3.41195e-05
0,0,22,0,0,4.31969,3.35884e-05
0,0,23,0,0,4.51604,3.2765e-05
0,0,24,0,0,4.71239,3.1544e-05
0,0,25,0,0,4.90874,2.98118e-05
0,0,26,0,0,5.10509,2.74604e-05
0,0,27,0,0,5.30144,2.44065e-05
0,0,28,0,0,5.49779,2.06115e-05
0,0,29,0,0,5.69414,1.6099e-05
0,0,30,0,0,5.89049,1.09668e-05
0,0,31,0,0,6.08684,5.40709e-06
0,1,0,0,0.19635,0,1.19788e-05
0,1,1,0,0.19635,0.19635,2.42959e-05
0,1,2,0,0.19635,0.392699,3.56658e-05
0,1,3,0,0.19635,0.589049,4.56631e-05
0,1,4,0,0.19635,0.785398,5.40711e-05
0,1,5,0,0.19635,0.981748,6.08374e-05
0,1,6,0,0.19635,1.1781,6.60473e-05
0,1,7,0,0.19635,1.37445,6.98856e-05
0,1,8,0,0.19635,1.5708,7.25913e-05
0,1,9,0,0.19635,1.76715,7.44159e-05
0,1,10,0,0.19635,1.9635,7.55929e-05
0,1,11,0,0.19635,2.15984,7.63189e-05
0,1,12,0,0.19635,2.35619,7.67464e-05
0,1,13,0,0.19635,2.55254,7.69854e-05
0,1,14,0,0.19635,2.74889,7.71089e-05
0,1,15,0,0.19635,2.94524,7.71606e-05
0,1,16,0,0.19635,3.14159,7.71606e-05
0,1,17,0,0.19635,3.33794,7.71089e-05
0,1,18,0,0.19635,3.53429,7.69854e-05
0,1,19,0,0.19635,3.73064,7.67464e-05
0,1,20,0,0.19635,3.92699,7.63189e-05
0,1,21,0,0.19635,4.12334,7.55929e-05
0,1,22,0,0.19635,4.31969,7.44159e-05
0,1,23,0,0.19635,4.51604,7.25913e-05
0,1,24,0,0.19635,4.71239,6.98856e-05
0,1,25,0,0.19635,4.90874,6.60473e-05
0,1,26,0,0.19635,5.10509,6.08374e-05
0,1,27,0,0.19635,5.30144,5.40711e-05
0,1,28,0,0.19635,5.49779,4.56631e-05
