i,j,k,x,y,z,f
0,0,0,0,0,0,9.39208e-07
0,0,1,0,0,0.19635,1.88546e-06
0,0,2,0,0,0.392699,2.72338e-06
0,0,3,0,0,0.589049,3.41506e-06
0,0,4,0,0,0.785398,3.94955e-06
0,0,5,0,0,0.981748,4.33633e-06
0,0,6,0,0,1.1781,4.59843e-06
0,0,7,0,0,1.37445,4.76474e-06
0,0,8,0,0,1.5708,4.86354e-06
0,0,9,0,0,1.76715,4.91846e-06
0,0,10,0,0,1.9635,4.94702e-06
0,0,11,0,0,2.15984,4.96091e-06
0,0,12,0,0,2.35619,4.96722e-06
0,0,13,0,0,2.55254,4.96989e-06
0,0,14,0,0,2.74889,4.97093e-06
0,0,15,0,0,2.94524,4.97127e-06
0,0,16,0,0,3.14159,4.97127e-06
0,0,17,0,0,3.33794,4.97093e-06
0,0,18,0,0,3.53429,4.96989e-06
0,0,19,0,0,3.73064,4.96722e-06
0,0,20,0,0,3.92699,4.96091e-06
0,0,21,0,0,4.12334,4.94702e-06
0,0,22,0,0,4.31969,4.91846e-06
0,0,23,0,0,4.51604,4.86354e-06
0,0,24,0,0,4.71239,4.76474e-06
0,0,25,0,0,4.90874,4.59843e-06
0,0,26,0,0,5.10509,4.33633e-06
0,0,27,0,0,5.30144,3.94955e-06
0,0,28,0,0,5.49779,3.41506e-06
0,0,29,0,0,5.69414,2.72338e-06
0,0,30,0,0,5.89049,1.88546e-06
0,0,31,0,0,6.08684,9.39208e-07
0,1,0,0,0.19635,0,2.19037e-06
0,1,1,0,0.19635,0.19635,4.39722e-06
0,1,2,0,0.19635,0.392699,6.35149e-06
0,1,3,0,0.19635,0.589049,7.96476e-06
0,1,4,0,0.19635,0.785398,9.21151e-06
0,1,5,0,0.19635,0.981748,1.01138e-05
0,1,6,0,0.19635,1.1781,1.07253e-05
0,1,7,0,0.19635,1.37445,1.11134e-05
0,1,8,0,0.19635,1.5708,1.1344e-05
0,1,9,0,0.19635,1.76715,1.14722e-05
0,1,10,0,0.19635,1.9635,1.15389e-05
0,1,11,0,0.19635,2.15984,1.15713e-05
0,1,12,0,0.19635,2.35619,1.1586e-05
0,1,13,0,0.19635,2.55254,1.15922e-05
0,1,14,0,0.19635,2.74889,1.15947e-05
0,1,15,0,0.19635,2.94524,1.15955e-05
0,1,16,0,0.19635,3.14159,1.15955e-05
0,1,17,0,0.19635,3.33794,1.15947e-05
0,1,18,0,0.19635,3.53429,1.15922e-05
0,1,19,0,0.19635,3.73064,1.1586e-05
0,1,20,0,0.19635,3.92699,1.15713e-05
0,1,21,0,0.19635,4.12334,1.15389e-05
0,1,22,0,0.19635,4.31969,1.14722e-05
0,1,23,0,0.19635,4.51604,1.1344e-05
0,1,24,0,0.19635,4.71239,1.11134e-05
0,1,25,0,0.19635,4.90874,1.07253e-05
0,1,26,0,0.19635,5.10509,1.01138e-05
0,1,27,0,0.19635,5.30144,9.21151e-06
0,1,28,0,0.19635,5.49779,7.96476e-06
0,1,29,0,0.19635,5.69414,6.35149e-06
0,1,30,0,0.19635,5.89049,4.39722e-06
0,1,31,0,0.19635,6.08684,2.19037e-06
0,2,0,0,0.392699,0,3.96985e-06
0,2,1,0,0.392699,0.19635,7.96967e-06
0,2,2,0,0.392699,0.392699,1.15119e-05
0,2,3,0,0.392699,0.589049,1.44363e-05
0,2,4,0,0.392699,0.785398,1.66965e-05
0,2,5,0,0.392699,0.981748,1.83325e-05
0,2,6,0,0.392699,1.1781,1.94415e-05
0,2,7,0,0.392699,1.37445,2.01454e-05
0,2,8,0,0.392699,1.5708,2.05637e-05
0,2,9,0,0.392699,1.76715,2.07963e-05
0,2,10,0,0.392699,1.9635,2.09173e-05
