i,j,k,x,y,z,f
0,0,0,0,0,0,5.70724e-07
0,0,1,0,0,0.19635,1.1421e-06
0,0,2,0,0,0.392699,1.64156e-06
0,0,3,0,0,0.589049,2.04585e-06
0,0,4,0,0,0.785398,2.35016e-06
0,0,5,0,0,0.981748,2.56325e-06
0,0,6,0,0,1.1781,2.70204e-06
0,0,7,0,0,1.37445,2.78611e-06
0,0,8,0,0,1.5708,2.83347e-06
0,0,9,0,0,1.76715,2.85827e-06
0,0,10,0,0,1.9635,2.87032e-06
0,0,11,0,0,2.15984,2.87576e-06
0,0,12,0,0,2.35619,2.87803e-06
0,0,13,0,0,2.55254,2.87891e-06
0,0,14,0,0,2.74889,2.87922e-06
0,0,15,0,0,2.94524,2.87931e-06
0,0,16,0,0,3.14159,2.87931e-06
0,0,17,0,0,3.33794,2.87922e-06
0,0,18,0,0,3.53429,2.87891e-06
0,0,19,0,0,3.73064,2.87803e-06
0,0,20,0,0,3.92699,2.87576e-06
0,0,21,0,0,4.12334,2.87032e-06
0,0,22,0,0,4.31969,2.85827e-06
0,0,23,0,0,4.51604,2.83347e-06
0,0,24,0,0,4.71239,2.78611e-06
0,0,25,0,0,4.90874,2.70204e-06
0,0,26,0,0,5.10509,2.56325e-06
0,0,27,0,0,5.30144,2.35016e-06
0,0,28,0,0,5.49779,2.04585e-06
0,0,29,0,0,5.69414,1.64156e-06
0,0,30,0,0,5.89049,1.1421e-06
0,0,31,0,0,6.08684,5.70724e-07
0,1,0,0,0.19635,0,1.35098e-06
0,1,1,0,0.19635,0.19635,2.70352e-06
0,1,2,0,0.19635,0.392699,3.88591e-06
0,1,3,0,0.19635,0.589049,4.84305e-06
0,1,4,0,0.19635,0.785398,5.56358e-06
0,1,5,0,0.19635,0.981748,6.06817e-06
0,1,6,0,0.19635,1.1781,6.39687e-06
0,1,7,0,0.19635,1.37445,6.59603e-06
0,1,8,0,0.19635,1.5708,6.70824e-06
0,1,9,0,0.19635,1.76715,6.76699e-06
0,1,10,0,0.19635,1.9635,6.79557e-06
0,1,11,0,0.19635,2.15984,6.80846e-06
0,1,12,0,0.19635,2.35619,6.81384e-06
0,1,13,0,0.19635,2.55254,6.81592e-06
0,1,14,0,0.19635,2.74889,6.81666e-06
0,1,15,0,0.19635,2.94524,6.81688e-06
0,1,16,0,0.19635,3.14159,6.81688e-06
0,1,17,0,0.19635,3.33794,6.81666e-06
0,1,18,0,0.19635,3.53429,6.81592e-06
0,1,19,0,0.19635,3.73064,6.81384e-06
0,1,20,0,0.19635,3.92699,6.80846e-06
0,1,21,0,0.19635,4.12334,6.79557e-06
0,1,22,0,0.19635,4.31969,6.76699e-06
0,1,23,0,0.19635,4.51604,6.70824e-06
0,1,24,0,0.19635,4.71239,6.59603e-06
0,1,25,0,0.19635,4.90874,6.39687e-06
0,1,26,0,0.19635,5.10509,6.06817e-06
0,1,27,0,0.19635,5.30144,5.56358e-06
0,1,28,0,0.19635,5.49779,4.84305e-06
0,1,29,0,0.19635,5.69414,3.88591e-06
0,1,30,0,0.19635,5.89049,2.70352e-06
0,1,31,0,0.19635,6.08684,1.35098e-06
0,2,0,0,0.392699,0,2.49941e-06
0,2,1,0,0.392699,0.19635,5.0018e-06
0,2,2,0,0.392699,0.392699,7.18953e-06
0,2,3,0,0.392699,0.589049,8.96068e-06
0,2,4,0,0.392699,0.785398,1.02942e-05
0,2,5,0,0.392699,0.981748,1.12282e-05
0,2,6,0,0.392699,1.1781,1.18367e-05
0,2,7,0,0.392699,1.37445,1.22056e-05
0,2,8,0,0.392699,1.5708,1.24134e-05
0,2,9,0,0.392699,1.76715,1.25223e-05
0,2,10,0,0.392699,1.9635,1.25752e-05
0,2,11,0,0.392699,2.15984,1.25991e-05
0,2,12,0,0.392699,2.35619,1.26091e-05
0,2,13,0,0.392699,2.55254,1.2613e-05
0,2,14,0,0.392699,2.74889,1.26143e-05
0,2,15,0,0.392699,2.94524,1.26148e-05
0,2,16,0,0.392699,3.14159,1.26148e-05
0,2,17,0,0.392699,3.33794,1.26143e-05
0,2,18,0,0.392699,3.53429,1.2613e-05
0,2,19,0,0.392699,3.73064,1.26091e-05
0,2,20,0,0.392699,3.92699,1.25991e-05
0,2,21,0,0.392699,4.12334,1.25752e-05
0,2,22,0,0.392699,4.31969,1.25223e-05
0,2,23,0,0.392699,4.51604,1.24134e-05
0,2,24,0,0.392699,4.71239,1.22056e-05
0,2,25,0,0.392699,4.90874,1.18367e-05
0,2,26,0,0.392699,5.10509,1.12282e-05
0,2,27,0,0.392699,5.30144,1.02942e-05
0,2,28,0,0.392699,5.49779,8.96068e-06
0,2,29,0,0.392699,5.69414,7.18953e-06
0,2,30,0,0.392699,5.89049,5.0018e-06
0,2,31,0,0.392699,6.08684,2.49941e-06
0,3,0,0,0.589049,0,4.24307e-06
0,3,1,0,0.589049,0.19635,8.49136e-06
0,3,2,0,0.589049,0.392699,1.22057e-05
0,3,3,0,0.589049,0.589049,1.52132e-05
0,3,4,0,0.589049,0.785398,1.74778e-05
0,3,5,0,0.589049,0.981748,1.90643e-05
0,3,6,0,0.589049,1.1781,2.00982e-05
0,3,7,0,0.589049,1.37445,2.0725e-05
0,3,8,0,0.589049,1.5708,2.10783e-05
0,3,9,0,0.589049,1.76715,2.12634e-05
0,3,10,0,0.589049,1.9635,2.13535e-05
0,3,11,0,0.589049,2.15984,2.13942e-05
0,3,12,0,0.589049,2.35619,2.14112e-05
0,3,13,0,0.589049,2.55254,2.14178e-05
0,3,14,0,0.589049,2.74889,2.14201e-05
0,3,15,0,0.589049,2.94524,2.14208e-05
0,3,16,0,0.589049,3.14159,2.14208e-05
0,3,17,0,0.589049,3.33794,2.14201e-05
0,3,18,0,0.589049,3.53429,2.14178e-05
0,3,19,0,0.589049,3.73064,2.14112e-05
0,3,20,0,0.589049,3.92699,2.13942e-05
0,3,21,0,0.589049,4.12334,2.13535e-05
0,3,22,0,0.589049,4.31969,2.12634e-05
0,3,23,0,0.589049,4.51604,2.10783e-05
0,3,24,0,0.589049,4.71239,2.0725e-05
0,3,25,0,0.589049,4.90874,2.00982e-05
0,3,26,0,0.589049,5.10509,1.90643e-05
0,3,27,0,0.589049,5.30144,1.74778e-05
0,3,28,0,0.589049,5.49779,1.52132e-05
0,3,29,0,0.589049,5.69414,1.22057e-05
0,3,30,0,0.589049,5.89049,8.49136e-06
0,3,31,0,0.589049,6.08684,4.24307e-06
0,4,0,0,0.785398,0,6.847e-06
0,4,1,0,0.785398,0.19635,1.37027e-05
0,4,2,0,0.785398,0.392699,1.96972e-05
0,4,3,0,0.785398,0.589049,2.45514e-05
0,4,4,0,0.785398,0.785398,2.82072e-05
0,4,5,0,0.785398,0.981748,3.07687e-05
0,4,6,0,0.785398,1.1781,3.24385e-05
0,4,7,0,0.785398,1.37445,3.3451e-05
0,4,8,0,0.785398,1.5708,3.40219e-05
0,4,9,0,0.785398,1.76715,3.43212e-05
0,4,10,0,0.785398,1.9635,3.44669e-05
0,4,11,0,0.785398,2.15984,3.45327e-05
0,4,12,0,0.785398,2.35619,3.45602e-05
0,4,13,0,0.785398,2.55254,3.45708e-05
0,4,14,0,0.785398,2.74889,3.45746e-05
0,4,15,0,0.785398,2.94524,3.45757e-05
0,4,16,0,0.785398,3.14159,3.45757e-05
0,4,17,0,0.785398,3.33794,3.45746e-05
0,4,18,0,0.785398,3.53429,3.45708e-05
0,4,19,0,0.785398,3.73064,3.45602e-05
0,4,20,0,0.785398,3.92699,3.45327e-05
0,4,21,0,0.785398,4.12334,3.44669e-05
0,4,22,0,0.785398,4.31969,3.43212e-05
0,4,23,0,0.785398,4.51604,3.40219e-05
0,4,24,0,0.785398,4.71239,3.3451e-05
0,4,25,0,0.785398,4.90874,3.24385e-05
0,4,26,0,0.785398,5.10509,3.07687e-05
0,4,27,0,0.785398,5.30144,2.82072e-05
0,4,28,0,0.785398,5.49779,2.45514e-05
0,4,29,0,0.785398,5.69414,1.96972e-05
0,4,30,0,0.785398,5.89049,1.37027e-05
0,4,31,0,0.785398,6.08684,6.847e-06
0,5,0,0,0.981748,0,1.06e-05
0,5,1,0,0.981748,0.19635,2.12139e-05
0,5,2,0,0.981748,0.392699,3.04952e-05
0,5,3,0,0.981748,0.589049,3.80117e-05
0,5,4,0,0.981748,0.785398,4.36733e-05
0,5,5,0,0.981748,0.981748,4.7641e-05
0,5,6,0,0.981748,1.1781,5.0228e-05
0,5,7,0,0.981748,1.37445,5.17971e-05
0,5,8,0,0.981748,1.5708,5.26821e-05
0,5,9,0,0.981748,1.76715,5.31461e-05
0,5,10,0,0.981748,1.9635,5.3372e-05
0,5,11,0,0.981748,2.15984,5.34741e-05
0,5,12,0,0.981748,2.35619,5.35169e-05
0,5,13,0,0.981748,2.55254,5.35334e-05
0,5,14,0,0.981748,2.74889,5.35393e-05
0,5,15,0,0.981748,2.94524,5.35411e-05
0,5,16,0,0.981748,3.14159,5.35411e-05
0,5,17,0,0.981748,3.33794,5.35393e-05
0,5,18,0,0.981748,3.53429,5.35334e-05
0,5,19,0,0.981748,3.73064,5.35169e-05
0,5,20,0,0.981748,3.92699,5.34741e-05
0,5,21,0,0.981748,4.12334,5.3372e-05
0,5,22,0,0.981748,4.31969,5.31461e-05
0,5,23,0,0.981748,4.51604,5.26821e-05
0,5,24,0,0.981748,4.71239,5.17971e-05
0,5,25,0,0.981748,4.90874,5.0228e-05
0,5,26,0,0.981748,5.10509,4.7641e-05
0,5,27,0,0.981748,5.30144,4.36733e-05
0,5,28,0,0.981748,5.49779,3.80117e-05
0,5,29,0,0.981748,5.69414,3.04952e-05
0,5,30,0,0.981748,5.89049,2.12139e-05
0,5,31,0,0.981748,6.08684,1.06e-05
0,6,0,0,1.1781,0,1.57835e-05
0,6,1,0,1.1781,0.19635,3.15882e-05
0,6,2,0,1.1781,0.392699,4.54094e-05
0,6,3,0,1.1781,0.589049,5.66038e-05
0,6,4,0,1.1781,0.785398,6.50368e-05
0,6,5,0,1.1781,0.981748,7.09477e-05
0,6,6,0,1.1781,1.1781,7.48024e-05
0,6,7,0,1.1781,1.37445,7.71409e-05
0,6,8,0,1.1781,1.5708,7.84603e-05
0,6,9,0,1.1781,1.76715,7.91522e-05
0,6,10,0,1.1781,1.9635,7.94893e-05
0,6,11,0,1.1781,2.15984,7.96416e-05
0,6,12,0,1.1781,2.35619,7.97054e-05
0,6,13,0,1.1781,2.55254,7.97301e-05
0,6,14,0,1.1781,2.74889,7.97389e-05
0,6,15,0,1.1781,2.94524,7.97415e-05
0,6,16,0,1.1781,3.14159,7.97415e-05
0,6,17,0,1.1781,3.33794,7.97389e-05
0,6,18,0,1.1781,3.53429,7.97301e-05
0,6,19,0,1.1781,3.73064,7.97054e-05
0,6,20,0,1.1781,3.92699,7.96416e-05
0,6,21,0,1.1781,4.12334,7.94893e-05
0,6,22,0,1.1781,4.31969,7.91522e-05
0,6,23,0,1.1781,4.51604,7.84603e-05
0,6,24,0,1.1781,4.71239,7.71409e-05
0,6,25,0,1.1781,4.90874,7.48024e-05
0,6,26,0,1.1781,5.10509,7.09477e-05
0,6,27,0,1.1781,5.30144,6.50368e-05
0,6,28,0,1.1781,5.49779,5.66038e-05
0,6,29,0,1.1781,5.69414,4.54094e-05
0,6,30,0,1.1781,5.89049,3.15882e-05
0,6,31,0,1.1781,6.08684,1.57835e-05
0,7,0,0,1.37445,0,2.26207e-05
0,7,1,0,1.37445,0.19635,4.52724e-05
0,7,2,0,1.37445,0.392699,6.50825e-05
0,7,3,0,1.37445,0.589049,8.11289e-05
0,7,4,0,1.37445,0.785398,9.32187e-05
0,7,5,0,1.37445,0.981748,0.000101694
0,7,6,0,1.37445,1.1781,0.000107222
0,7,7,0,1.37445,1.37445,0.000110576
0,7,8,0,1.37445,1.5708,0.000112469
0,7,9,0,1.37445,1.76715,0.000113462
0,7,10,0,1.37445,1.9635,0.000113946
0,7,11,0,1.37445,2.15984,0.000114165
0,7,12,0,1.37445,2.35619,0.000114257
0,7,13,0,1.37445,2.55254,0.000114292
0,7,14,0,1.37445,2.74889,0.000114305
