i,j,k,x,y,z,f
0,0,0,0,0,0,3.7553e-11
0,0,1,0,0,0.19635,6.61555e-11
0,0,2,0,0,0.392699,8.07486e-11
0,0,3,0,0,0.589049,8.6067e-11
0,0,4,0,0,0.785398,8.74414e-11
0,0,5,0,0,0.981748,8.7676e-11
0,0,6,0,0,1.1781,8.76943e-11
0,0,7,0,0,1.37445,8.76919e-11
0,0,8,0,0,1.5708,8.76909e-11
0,0,9,0,0,1.76715,8.76908e-11
0,0,10,0,0,1.9635,8.76908e-11
0,0,11,0,0,2.15984,8.76908e-11
0,0,12,0,0,2.35619,8.76908e-11
0,0,13,0,0,2.55254,8.76908e-11
0,0,14,0,0,2.74889,8.76908e-11
0,0,15,0,0,2.94524,8.76908e-11
0,0,16,0,0,3.14159,8.76908e-11
0,0,17,0,0,3.33794,8.76908e-11
0,0,18,0,0,3.53429,8.76908e-11
0,0,19,0,0,3.73064,8.76908e-11
0,0,20,0,0,3.92699,8.76908e-11
0,0,21,0,0,4.12334,8.76908e-11
0,0,22,0,0,4.31969,8.76908e-11
0,0,23,0,0,4.51604,8.76909e-11
0,0,24,0,0,4.71239,8.76919e-11
0,0,25,0,0,4.90874,8.76943e-11
0,0,26,0,0,5.10509,8.7676e-11
0,0,27,0,0,5.30144,8.74414e-11
0,0,28,0,0,5.49779,8.6067e-11
0,0,29,0,0,5.69414,8.07486e-11
0,0,30,0,0,5.89049,6.61555e-11
0,0,31,0,0,6.08684,3.7553e-11
0,1,0,0,0.19635,0,1.16949e-10
0,1,1,0,0.19635,0.19635,2.06058e-10
0,1,2,0,0.19635,0.392699,2.51552e-10
0,1,3,0,0.19635,0.589049,2.68148e-10
0,1,4,0,0.19635,0.785398,2.72442e-10
0,1,5,0,0.19635,0.981748,2.73176e-10
0,1,6,0,0.19635,1.1781,2.73234e-10
0,1,7,0,0.19635,1.37445,2.73226e-10
0,1,8,0,0.19635,1.5708,2.73223e-10
0,1,9,0,0.19635,1.76715,2.73223e-10
0,1,10,0,0.19635,1.9635,2.73223e-10
0,1,11,0,0.19635,2.15984,2.73223e-10
0,1,12,0,0.19635,2.35619,2.73223e-10
0,1,13,0,0.19635,2.55254,2.73223e-10
0,1,14,0,0.19635,2.74889,2.73223e-10
0,1,15,0,0.19635,2.94524,2.73223e-10
0,1,16,0,0.19635,3.14159,2.73223e-10
0,1,17,0,0.19635,3.33794,2.73223e-10
0,1,18,0,0.19635,3.53429,2.73223e-10
0,1,19,0,0.19635,3.73064,2.73223e-10
0,1,20,0,0.19635,3.92699,2.73223e-10
0,1,21,0,0.19635,4.12334,2.73223e-10
0,1,22,0,0.19635,4.31969,2.73223e-10
0,1,23,0,0.19635,4.51604,2.73223e-10
0,1,24,0,0.19635,4.71239,2.73226e-10
0,1,25,0,0.19635,4.90874,2.73234e-10
0,1,26,0,0.19635,5.10509,2.73176e-10
0,1,27,0,0.19635,5.30144,2.72442e-10
0,1,28,0,0.19635,5.49779,2.68148e-10
0,1,29,0,0.19635,5.69414,2.51552e-10
0,1,30,0,0.19635,5.89049,2.06058e-10
0,1,31,0,0.19635,6.08684,1.16949e-10
0,2,0,0,0.392699,0,3.04674e-10
0,2,1,0,0.392699,0.19635,5.36923e-10
0,2,2,0,0.392699,0.392699,6.55591e-10
0,2,3,0,0.392699,0.589049,6.98927e-10
0,2,4,0,0.392699,0.785398,7.10156e-10
0,2,5,0,0.392699,0.981748,7.12081e-10
0,2,6,0,0.392699,1.1781,7.12233e-10
0,2,7,0,0.392699,1.37445,7.12213e-10
0,2,8,0,0.392699,1.5708,7.12205e-10
0,2,9,0,0.392699,1.76715,7.12204e-10
0,2,10,0,0.392699,1.9635,7.12204e-10
0,2,11,0,0.392699,2.15984,7.12204e-10
0,2,12,0,0.392699,2.35619,7.12204e-10
0,2,13,0,0.392699,2.55254,7.12204e-10
0,2,14,0,0.392699,2.74889,7.12204e-10
0,2,15,0,0.392699,2.94524,7.12204e-10
0,2,16,0,0.392699,3.14159,7.12204e-10
0,2,17,0,0.392699,3.33794,7.12204e-10
0,2,18,0,0.392699,3.53429,7.12204e-10
0,2,19,0,0.392699,3.73064,7.12204e-10
0,2,20,0,0.392699,3.92699,7.12204e-10
0,2,21,0,0.392699,4.12334,7.12204e-10
0,2,22,0,0.392699,4.31969,7.12204e-10
0,2,23,0,0.392699,4.51604,7.12205e-10
0,2,24,0,0.392699,4.71239,7.12213e-10
0,2,25,0,0.392699,4.90874,7.12233e-10
0,2,26,0,0.392699,5.10509,7.12081e-10
0,2,27,0,0.392699,5.30144,7.10156e-10
0,2,28,0,0.392699,5.49779,6.98927e-10
0,2,29,0,0.392699,5.69414,6.55591e-10
0,2,30,0,0.392699,5.89049,5.36923e-10
0,2,31,0,0.392699,6.08684,3.04674e-10
0,3,0,0,0.589049,0,7.34578e-10
0,3,1,0,0.589049,0.19635,1.29478e-09
0,3,2,0,0.589049,0.392699,1.58125e-09
0,3,3,0,0.589049,0.589049,1.68598e-09
0,3,4,0,0.589049,0.785398,1.71316e-09
0,3,5,0,0.589049,0.981748,1.71782e-09
0,3,6,0,0.589049,1.1781,1.7182e-09
0,3,7,0,0.589049,1.37445,1.71815e-09
0,3,8,0,0.589049,1.5708,1.71813e-09
0,3,9,0,0.589049,1.76715,1.71813e-09
0,3,10,0,0.589049,1.9635,1.71813e-09
0,3,11,0,0.589049,2.15984,1.71813e-09
0,3,12,0,0.589049,2.35619,1.71813e-09
0,3,13,0,0.589049,2.55254,1.71813e-09
0,3,14,0,0.589049,2.74889,1.71813e-09
0,3,15,0,0.589049,2.94524,1.71813e-09
0,3,16,0,0.589049,3.14159,1.71813e-09
