i,j,k,x,y,z,f
0,0,0,0,0,0,6.34335e-06
0,0,1,0,0,0.19635,1.28774e-05
0,0,2,0,0,0.392699,1.89306e-05
0,0,3,0,0,0.589049,2.42822e-05
0,0,4,0,0,0.785398,2.88162e-05
0,0,5,0,0,0.981748,3.24986e-05
0,0,6,0,0,1.1781,3.53655e-05
0,0,7,0,0,1.37445,3.75051e-05
0,0,8,0,0,1.5708,3.90358e-05
0,0,9,0,0,1.76715,4.00854e-05
0,0,10,0,0,1.9635,4.07752e-05
0,0,11,0,0,2.15984,4.12093e-05
0,0,12,0,0,2.35619,4.14707e-05
0,0,13,0,0,2.55254,4.16201e-05
0,0,14,0,0,2.74889,4.1699e-05
0,0,15,0,0,2.94524,4.17326e-05
0,0,16,0,0,3.14159,4.17326e-05
0,0,17,0,0,3.33794,4.1699e-05
0,0,18,0,0,3.53429,4.16201e-05
0,0,19,0,0,3.73064,4.14707e-05
0,0,20,0,0,3.92699,4.12093e-05
0,0,21,0,0,4.12334,4.07752e-05
0,0,22,0,0,4.31969,4.00854e-05
0,0,23,0,0,4.51604,3.90358e-05
0,0,24,0,0,4.71239,3.75051e-05
0,0,25,0,0,4.90874,3.53655e-05
0,0,26,0,0,5.10509,3.24986e-05
0,0,27,0,0,5.30144,2.88162e-05
0,0,28,0,0,5.49779,2.42822e-05
0,0,29,0,0,5.69414,1.89306e-05
0,0,30,0,0,5.89049,1.28774e-05
0,0,31,0,0,6.08684,6.34335e-06
0,1,0,0,0.19635,0,1.39886e-05
0,1,1,0,0.19635,0.19635,2.83976e-05
0,1,2,0,0.19635,0.392699,4.17466e-05
0,1,3,0,0.19635,0.589049,5.35486e-05
0,1,4,0,0.19635,0.785398,6.35477e-05
0,1,5,0,0.19635,0.981748,7.16689e-05
0,1,6,0,0.19635,1.1781,7.79918e-05
0,1,7,0,0.19635,1.37445,8.2711e-05
0,1,8,0,0.19635,1.5708,8.60873e-05
0,1,9,0,0.19635,1.76715,8.84026e-05
0,1,10,0,0.19635,1.9635,8.99241e-05
0,1,11,0,0.19635,2.15984,9.08819e-05
0,1,12,0,0.19635,2.35619,9.14585e-05
0,1,13,0,0.19635,2.55254,9.17882e-05
0,1,14,0,0.19635,2.74889,9.19623e-05
0,1,15,0,0.19635,2.94524,9.20364e-05
0,1,16,0,0.19635,3.14159,9.20364e-05
0,1,17,0,0.19635,3.33794,9.19623e-05
0,1,18,0,0.19635,3.53429,9.17882e-05
0,1,19,0,0.19635,3.73064,9.14585e-05
0,1,20,0,0.19635,3.92699,9.08819e-05
0,1,21,0,0.19635,4.12334,8.99241e-05
0,1,22,0,0.19635,4.31969,8.84026e-05
0,1,23,0,0.19635,4.51604,8.60873e-05
