i,j,k,x,y,z,f
0,0,0,0,0,0,2.42115e-07
0,0,1,0,0,0.19635,4.81688e-07
0,0,2,0,0,0.392699,6.86185e-07
0,0,3,0,0,0.589049,8.45843e-07
0,0,4,0,0,0.785398,9.60349e-07
0,0,5,0,0,0.981748,1.03581e-06
0,0,6,0,0,1.1781,1.08151e-06
0,0,7,0,0,1.37445,1.10693e-06
0,0,8,0,0,1.5708,1.11991e-06
0,0,9,0,0,1.76715,1.12599e-06
0,0,10,0,0,1.9635,1.1286e-06
0,0,11,0,0,2.15984,1.12962e-06
0,0,12,0,0,2.35619,1.12999e-06
0,0,13,0,0,2.55254,1.1301e-06
0,0,14,0,0,2.74889,1.13014e-06
0,0,15,0,0,2.94524,1.13015e-06
0,0,16,0,0,3.14159,1.13015e-06
0,0,17,0,0,3.33794,1.13014e-06
0,0,18,0,0,3.53429,1.1301e-06
0,0,19,0,0,3.73064,1.12999e-06
0,0,20,0,0,3.92699,1.12962e-06
0,0,21,0,0,4.12334,1.1286e-06
0,0,22,0,0,4.31969,1.12599e-06
0,0,23,0,0,4.51604,1.11991e-06
0,0,24,0,0,4.71239,1.10693e-06
0,0,25,0,0,4.90874,1.08151e-06
0,0,26,0,0,5.10509,1.03581e-06
0,0,27,0,0,5.30144,9.60349e-07
0,0,28,0,0,5.49779,8.45843e-07
0,0,29,0,0,5.69414,6.86185e-07
0,0,30,0,0,5.89049,4.81688e-07
0,0,31,0,0,6.08684,2.42115e-07
0,1,0,0,0.19635,0,5.8809e-07
0,1,1,0,0.19635,0.19635,1.17003e-06
0,1,2,0,0.19635,0.392699,1.6668e-06
0,1,3,0,0.19635,0.589049,2.05469e-06
0,1,4,0,0.19635,0.785398,2.33292e-06
0,1,5,0,0.19635,0.981748,2.51632e-06
0,1,6,0,0.19635,1.1781,2.6274e-06
0,1,7,0,0.19635,1.37445,2.68921e-06
0,1,8,0,0.19635,1.5708,2.72078e-06
0,1,9,0,0.19635,1.76715,2.73557e-06
0,1,10,0,0.19635,1.9635,2.74192e-06
0,1,11,0,0.19635,2.15984,2.74441e-06
0,1,12,0,0.19635,2.35619,2.74529e-06
0,1,13,0,0.19635,2.55254,2.74558e-06
0,1,14,0,0.19635,2.74889,2.74566e-06
0,1,15,0,0.19635,2.94524,2.74568e-06
0,1,16,0,0.19635,3.14159,2.74568e-06
0,1,17,0,0.19635,3.33794,2.74566e-06
0,1,18,0,0.19635,3.53429,2.74558e-06
0,1,19,0,0.19635,3.73064,2.74529e-06
0,1,20,0,0.19635,3.92699,2.74441e-06
0,1,21,0,0.19635,4.12334,2.74192e-06
0,1,22,0,0.19635,4.31969,2.73557e-06
0,1,23,0,0.19635,4.51604,2.72078e-06
0,1,24,0,0.19635,4.71239,2.68921e-06
0,1,25,0,0.19635,4.90874,2.6274e-06
0,1,26,0,0.19635,5.10509,2.51632e-06
0,1,27,0,0.19635,5.30144,2.33292e-06
0,1,28,0,0.19635,5.49779,2.05469e-06
0,1,29,0,0.19635,5.69414,1.6668e-06
0,1,30,0,0.19635,5.89049,1.17003e-06
0,1,31,0,0.19635,6.08684,5.8809e-07
0,2,0,0,0.392699,0,1.12674e-06
0,2,1,0,0.392699,0.19635,2.24174e-06
0,2,2,0,0.392699,0.392699,3.19365e-06
0,2,3,0,0.392699,0.589049,3.93704e-06
0,2,4,0,0.392699,0.785398,4.47037e-06
0,2,5,0,0.392699,0.981748,4.822e-06
0,2,6,0,0.392699,1.1781,5.03505e-06
0,2,7,0,0.392699,1.37445,5.15362e-06
0,2,8,0,0.392699,1.5708,5.21422e-06
0,2,9,0,0.392699,1.76715,5.24262e-06
0,2,10,0,0.392699,1.9635,5.25481e-06
0,2,11,0,0.392699,2.15984,5.25959e-06
0,2,12,0,0.392699,2.35619,5.2613e-06
0,2,13,0,0.392699,2.55254,5.26185e-06
0,2,14,0,0.392699,2.74889,5.26201e-06
0,2,15,0,0.392699,2.94524,5.26205e-06
0,2,16,0,0.392699,3.14159,5.26205e-06
0,2,17,0,0.392699,3.33794,5.26201e-06
0,2,18,0,0.392699,3.53429,5.26185e-06
0,2,19,0,0.392699,3.73064,5.2613e-06
0,2,20,0,0.392699,3.92699,5.25959e-06
0,2,21,0,0.392699,4.12334,5.25481e-06
0,2,22,0,0.392699,4.31969,5.24262e-06
0,2,23,0,0.392699,4.51604,5.21422e-06
0,2,24,0,0.392699,4.71239,5.15362e-06
0,2,25,0,0.392699,4.90874,5.03505e-06
0,2,26,0,0.392699,5.10509,4.822e-06
0,2,27,0,0.392699,5.30144,4.47037e-06
0,2,28,0,0.392699,5.49779,3.93704e-06
0,2,29,0,0.392699,5.69414,3.19365e-06
0,2,30,0,0.392699,5.89049,2.24174e-06
0,2,31,0,0.392699,6.08684,1.12674e-06
0,3,0,0,0.589049,0,1.98709e-06
0,3,1,0,0.589049,0.19635,3.95358e-06
0,3,2,0,0.589049,0.392699,5.63261e-06
0,3,3,0,0.589049,0.589049,6.94404e-06
0,3,4,0,0.589049,0.785398,7.88509e-06
0,3,5,0,0.589049,0.981748,8.50571e-06
0,3,6,0,0.589049,1.1781,8.88184e-06
0,3,7,0,0.589049,1.37445,9.09127e-06
0,3,8,0,0.589049,1.5708,9.19833e-06
0,3,9,0,0.589049,1.76715,9.24854e-06
0,3,10,0,0.589049,1.9635,9.2701e-06
0,3,11,0,0.589049,2.15984,9.27856e-06
0,3,12,0,0.589049,2.35619,9.28158e-06
0,3,13,0,0.589049,2.55254,9.28255e-06
0,3,14,0,0.589049,2.74889,9.28284e-06
0,3,15,0,0.589049,2.94524,9.28291e-06
0,3,16,0,0.589049,3.14159,9.28291e-06
0,3,17,0,0.589049,3.33794,9.28284e-06
