i,j,k,x,y,z,f
0,0,0,0,0,0,5.28205e-07
0,0,1,0,0,0.19635,1.05648e-06
0,0,2,0,0,0.392699,1.51731e-06
0,0,3,0,0,0.589049,1.88917e-06
0,0,4,0,0,0.785398,2.16789e-06
0,0,5,0,0,0.981748,2.36204e-06
0,0,6,0,0,1.1781,2.48769e-06
0,0,7,0,0,1.37445,2.56326e-06
0,0,8,0,0,1.5708,2.60546e-06
0,0,9,0,0,1.76715,2.62734e-06
0,0,10,0,0,1.9635,2.63786e-06
0,0,11,0,0,2.15984,2.64255e-06
0,0,12,0,0,2.35619,2.64449e-06
0,0,13,0,0,2.55254,2.64522e-06
0,0,14,0,0,2.74889,2.64548e-06
0,0,15,0,0,2.94524,2.64555e-06
0,0,16,0,0,3.14159,2.64555e-06
0,0,17,0,0,3.33794,2.64548e-06
0,0,18,0,0,3.53429,2.64522e-06
0,0,19,0,0,3.73064,2.64449e-06
0,0,20,0,0,3.92699,2.64255e-06
0,0,21,0,0,4.12334,2.63786e-06
0,0,22,0,0,4.31969,2.62734e-06
0,0,23,0,0,4.51604,2.60546e-06
0,0,24,0,0,4.71239,2.56326e-06
0,0,25,0,0,4.90874,2.48769e-06
0,0,26,0,0,5.10509,2.36204e-06
0,0,27,0,0,5.30144,2.16789e-06
0,0,28,0,0,5.49779,1.88917e-06
0,0,29,0,0,5.69414,1.51731e-06
0,0,30,0,0,5.89049,1.05648e-06
0,0,31,0,0,6.08684,5.28205e-07
0,1,0,0,0.19635,0,1.25324e-06
0,1,1,0,0.19635,0.19635,2.50666e-06
0,1,2,0,0.19635,0.392699,3.60014e-06
0,1,3,0,0.19635,0.589049,4.48254e-06
0,1,4,0,0.19635,0.785398,5.14403e-06
0,1,5,0,0.19635,0.981748,5.60484e-06
0,1,6,0,0.19635,1.1781,5.90314e-06
0,1,7,0,0.19635,1.37445,6.08255e-06
0,1,8,0,0.19635,1.5708,6.18277e-06
0,1,9,0,0.19635,1.76715,6.23475e-06
0,1,10,0,0.19635,1.9635,6.25976e-06
0,1,11,0,0.19635,2.15984,6.2709e-06
0,1,12,0,0.19635,2.35619,6.2755e-06
0,1,13,0,0.19635,2.55254,6.27724e-06
0,1,14,0,0.19635,2.74889,6.27785e-06
0,1,15,0,0.19635,2.94524,6.27803e-06
0,1,16,0,0.19635,3.14159,6.27803e-06
0,1,17,0,0.19635,3.33794,6.27785e-06
0,1,18,0,0.19635,3.53429,6.27724e-06
0,1,19,0,0.19635,3.73064,6.2755e-06
0,1,20,0,0.19635,3.92699,6.2709e-06
0,1,21,0,0.19635,4.12334,6.25976e-06
0,1,22,0,0.19635,4.31969,6.23475e-06
0,1,23,0,0.19635,4.51604,6.18277e-06
0,1,24,0,0.19635,4.71239,6.08255e-06
0,1,25,0,0.19635,4.90874,5.90314e-06
0,1,26,0,0.19635,5.10509,5.60484e-06
0,1,27,0,0.19635,5.30144,5.14403e-06
0,1,28,0,0.19635,5.49779,4.48254e-06
0,1,29,0,0.19635,5.69414,3.60014e-06
0,1,30,0,0.19635,5.89049,2.50666e-06
0,1,31,0,0.19635,6.08684,1.25324e-06
0,2,0,0,0.392699,0,2.32597e-06
0,2,1,0,0.392699,0.19635,4.65236e-06
0,2,2,0,0.392699,0.392699,6.68204e-06
0,2,3,0,0.392699,0.589049,8.32011e-06
0,2,4,0,0.392699,0.785398,9.54825e-06
0,2,5,0,0.392699,0.981748,1.0404e-05
0,2,6,0,0.392699,1.1781,1.0958e-05
0,2,7,0,0.392699,1.37445,1.12913e-05
0,2,8,0,0.392699,1.5708,1.14776e-05
0,2,9,0,0.392699,1.76715,1.15742e-05
0,2,10,0,0.392699,1.9635,1.16207e-05
0,2,11,0,0.392699,2.15984,1.16414e-05
0,2,12,0,0.392699,2.35619,1.165e-05
0,2,13,0,0.392699,2.55254,1.16532e-05
0,2,14,0,0.392699,2.74889,1.16543e-05
0,2,15,0,0.392699,2.94524,1.16547e-05
0,2,16,0,0.392699,3.14159,1.16547e-05
0,2,17,0,0.392699,3.33794,1.16543e-05
0,2,18,0,0.392699,3.53429,1.16532e-05
0,2,19,0,0.392699,3.73064,1.165e-05
0,2,20,0,0.392699,3.92699,1.16414e-05
0,2,21,0,0.392699,4.12334,1.16207e-05
0,2,22,0,0.392699,4.31969,1.15742e-05
0,2,23,0,0.392699,4.51604,1.14776e-05
0,2,24,0,0.392699,4.71239,1.12913e-05
0,2,25,0,0.392699,4.90874,1.0958e-05
0,2,26,0,0.392699,5.10509,1.0404e-05
0,2,27,0,0.392699,5.30144,9.54825e-06
0,2,28,0,0.392699,5.49779,8.32011e-06
0,2,29,0,0.392699,5.69414,6.68204e-06
0,2,30,0,0.392699,5.89049,4.65236e-06
0,2,31,0,0.392699,6.08684,2.32597e-06
0,3,0,0,0.589049,0,3.96247e-06
0,3,1,0,0.589049,0.19635,7.92583e-06
0,3,2,0,0.589049,0.392699,1.13839e-05
0,3,3,0,0.589049,0.589049,1.41752e-05
0,3,4,0,0.589049,0.785398,1.62682e-05
0,3,5,0,0.589049,0.981748,1.77268e-05
0,3,6,0,0.589049,1.1781,1.86715e-05
0,3,7,0,0.589049,1.37445,1.92399e-05
0,3,8,0,0.589049,1.5708,1.95576e-05
0,3,9,0,0.589049,1.76715,1.97225e-05
0,3,10,0,0.589049,1.9635,1.98019e-05
0,3,11,0,0.589049,2.15984,1.98373e-05
0,3,12,0,0.589049,2.35619,1.98519e-05
0,3,13,0,0.589049,2.55254,1.98575e-05
0,3,14,0,0.589049,2.74889,1.98594e-05
0,3,15,0,0.589049,2.94524,1.986e-05
0,3,16,0,0.589049,3.14159,1.986e-05
0,3,17,0,0.589049,3.33794,1.98594e-05
0,3,18,0,0.589049,3.53429,1.98575e-05
0,3,19,0,0.589049,3.73064,1.98519e-05
0,3,20,0,0.589049,3.92699,1.98373e-05
0,3,21,0,0.589049,4.12334,1.98019e-05
0,3,22,0,0.589049,4.31969,1.97225e-05
0,3,23,0,0.589049,4.51604,1.95576e-05
0,3,24,0,0.589049,4.71239,1.92399e-05
0,3,25,0,0.589049,4.90874,1.86715e-05
0,3,26,0,0.589049,5.10509,1.77268e-05
0,3,27,0,0.589049,5.30144,1.62682e-05
0,3,28,0,0.589049,5.49779,1.41752e-05
0,3,29,0,0.589049,5.69414,1.13839e-05
0,3,30,0,0.589049,5.89049,7.92583e-06
0,3,31,0,0.589049,6.08684,3.96247e-06
0,4,0,0,0.785398,0,6.41648e-06
0,4,1,0,0.785398,0.19635,1.28346e-05
0,4,2,0,0.785398,0.392699,1.8435e-05
0,4,3,0,0.785398,0.589049,2.2956e-05
0,4,4,0,0.785398,0.785398,2.63466e-05
0,4,5,0,0.785398,0.981748,2.87099e-05
0,4,6,0,0.785398,1.1781,3.02408e-05
0,4,7,0,0.785398,1.37445,3.11623e-05
0,4,8,0,0.785398,1.5708,3.16775e-05
0,4,9,0,0.785398,1.76715,3.1945e-05
0,4,10,0,0.785398,1.9635,3.20738e-05
0,4,11,0,0.785398,2.15984,3.21313e-05
0,4,12,0,0.785398,2.35619,3.2155e-05
0,4,13,0,0.785398,2.55254,3.21641e-05
0,4,14,0,0.785398,2.74889,3.21672e-05
0,4,15,0,0.785398,2.94524,3.21682e-05
0,4,16,0,0.785398,3.14159,3.21682e-05
0,4,17,0,0.785398,3.33794,3.21672e-05
0,4,18,0,0.785398,3.53429,3.21641e-05
0,4,19,0,0.785398,3.73064,3.2155e-05
0,4,20,0,0.785398,3.92699,3.21313e-05
0,4,21,0,0.785398,4.12334,3.20738e-05
0,4,22,0,0.785398,4.31969,3.1945e-05
0,4,23,0,0.785398,4.51604,3.16775e-05
0,4,24,0,0.785398,4.71239,3.11623e-05
0,4,25,0,0.785398,4.90874,3.02408e-05
0,4,26,0,0.785398,5.10509,2.87099e-05
0,4,27,0,0.785398,5.30144,2.63466e-05
0,4,28,0,0.785398,5.49779,2.2956e-05
0,4,29,0,0.785398,5.69414,1.8435e-05
0,4,30,0,0.785398,5.89049,1.28346e-05
0,4,31,0,0.785398,6.08684,6.41648e-06
0,5,0,0,0.981748,0,9.96625e-06
0,5,1,0,0.981748,0.19635,1.99354e-05
